league,season,game,team,player,game_id,date,shot_id,team_id,player_id,xg,location_x,location_y,minute,body_part,situation,result
FRA-Ligue 1,2425,2024-08-16 Le Havre-Paris Saint Germain,Le Havre,Abdoulaye Touré,28048,2024-08-16 18:45:00,584609,282,3674,0.024111762642860413,0.7919999694824219,0.6419999694824219,38,Left Foot,Open Play,Blocked Shot
FRA-Ligue 1,2425,2024-08-16 Le Havre-Paris Saint Germain,Le Havre,Abdoulaye Touré,28048,2024-08-16 18:45:00,584610,282,3674,0.028620878234505653,0.785,0.37400001525878906,38,Right Foot,Open Play,Saved Shot
FRA-Ligue 1,2425,2024-08-16 Le Havre-Paris Saint Germain,Le Havre,Antoine Joujou,28048,2024-08-16 18:45:00,584611,282,11794,0.0409565232694149,0.8530000305175781,0.6619999694824219,40,Right Foot,Open Play,Blocked Shot
FRA-Ligue 1,2425,2024-08-16 Le Havre-Paris Saint Germain,Le Havre,Gautier Lloris,28048,2024-08-16 18:45:00,584615,282,3701,0.05654885247349739,0.925,0.6780000305175782,47,Left Foot,Set Piece,Goal
FRA-Ligue 1,2425,2024-08-16 Le Havre-Paris Saint Germain,Le Havre,Josué Casimir,28048,2024-08-16 18:45:00,584617,282,11789,0.04747510701417923,0.87,0.3089999961853027,56,Right Foot,Open Play,Missed Shot
FRA-Ligue 1,2425,2024-08-16 Le Havre-Paris Saint Germain,Paris Saint Germain,Bradley Barcola,28048,2024-08-16 18:45:00,584625,161,10016,0.04868490993976593,0.8680000305175781,0.7140000152587891,85,Right Foot,Open Play,Goal
FRA-Ligue 1,2425,2024-08-16 Le Havre-Paris Saint Germain,Paris Saint Germain,Ibrahim Mbaye,28048,2024-08-16 18:45:00,584614,161,12733,0.10557940602302551,0.8980000305175782,0.6819999694824219,49,Left Foot,Open Play,Saved Shot
FRA-Ligue 1,2425,2024-08-16 Le Havre-Paris Saint Germain,Paris Saint Germain,Lee Kang-In,28048,2024-08-16 18:45:00,584607,161,7313,0.07218705117702484,0.8909999847412109,0.3390000152587891,2,Left Foot,Open Play,Goal
FRA-Ligue 1,2425,2024-08-16 Le Havre-Paris Saint Germain,Paris Saint Germain,Lee Kang-In,28048,2024-08-16 18:45:00,584618,161,7313,0.0750918984413147,0.894000015258789,0.655,60,Left Foot,Open Play,Saved Shot
FRA-Ligue 1,2425,2024-08-16 Le Havre-Paris Saint Germain,Paris Saint Germain,Marco Asensio,28048,2024-08-16 18:45:00,584612,161,2117,0.3695286810398102,0.9119999694824219,0.38,44,Left Foot,Open Play,Saved Shot
FRA-Ligue 1,2425,2024-08-16 Le Havre-Paris Saint Germain,Paris Saint Germain,Marco Asensio,28048,2024-08-16 18:45:00,584619,161,2117,0.29475733637809753,0.9169999694824219,0.27899999618530275,62,Right Foot,Open Play,Saved Shot
FRA-Ligue 1,2425,2024-08-16 Le Havre-Paris Saint Germain,Paris Saint Germain,Marco Asensio,28048,2024-08-16 18:45:00,584620,161,2117,0.029687687754631042,0.9480000305175781,0.2560000038146973,62,Left Foot,Open Play,Blocked Shot
FRA-Ligue 1,2425,2024-08-16 Le Havre-Paris Saint Germain,Paris Saint Germain,Ousmane Dembélé,28048,2024-08-16 18:45:00,584622,161,3226,0.0350736565887928,0.83,0.3170000076293945,80,Left Foot,Open Play,Missed Shot
FRA-Ligue 1,2425,2024-08-16 Le Havre-Paris Saint Germain,Paris Saint Germain,Ousmane Dembélé,28048,2024-08-16 18:45:00,584624,161,3226,0.4028494358062744,0.9230000305175782,0.4879999923706055,84,Unknown,Open Play,Goal
FRA-Ligue 1,2425,2024-08-16 Le Havre-Paris Saint Germain,Paris Saint Germain,Randal Kolo Muani,28048,2024-08-16 18:45:00,584608,161,5743,0.34943002462387085,0.9130000305175782,0.4929999923706055,23,Unknown,Open Play,Shot On Post
FRA-Ligue 1,2425,2024-08-16 Le Havre-Paris Saint Germain,Paris Saint Germain,Randal Kolo Muani,28048,2024-08-16 18:45:00,584616,161,5743,0.2196003645658493,0.9259999847412109,0.33099998474121095,52,Right Foot,Open Play,Saved Shot
FRA-Ligue 1,2425,2024-08-16 Le Havre-Paris Saint Germain,Paris Saint Germain,Randal Kolo Muani,28048,2024-08-16 18:45:00,584623,161,5743,0.05212806165218353,0.9259999847412109,0.47,82,Unknown,From Corner,Saved Shot
FRA-Ligue 1,2425,2024-08-16 Le Havre-Paris Saint Germain,Paris Saint Germain,Randal Kolo Muani,28048,2024-08-16 18:45:00,584626,161,5743,0.7600951194763184,0.885,0.5,89,Right Foot,Unknown,Goal
FRA-Ligue 1,2425,2024-08-16 Le Havre-Paris Saint Germain,Paris Saint Germain,Vitinha,28048,2024-08-16 18:45:00,584613,161,8777,0.015147823840379715,0.7480000305175781,0.265,46,Right Foot,Open Play,Blocked Shot
FRA-Ligue 1,2425,2024-08-16 Le Havre-Paris Saint Germain,Paris Saint Germain,William Pacho,28048,2024-08-16 18:45:00,584621,161,11910,0.08871188014745712,0.914000015258789,0.5279999923706055,63,Unknown,From Corner,Missed Shot
FRA-Ligue 1,2425,2024-08-17 Brest-Marseille,Brest,Brendan Chardonnet,28049,2024-08-17 15:00:00,584844,241,7736,0.04035106673836708,0.8830000305175781,0.509000015258789,59,Unknown,From Corner,Missed Shot
FRA-Ligue 1,2425,2024-08-17 Brest-Marseille,Brest,Hianga&#039;a M&#039;Bock,28049,2024-08-17 15:00:00,584848,241,8151,0.009029478766024113,0.6830000305175781,0.47400001525878904,90,Right Foot,Open Play,Saved Shot
FRA-Ligue 1,2425,2024-08-17 Brest-Marseille,Brest,Jeremy Le Douaron,28049,2024-08-17 15:00:00,584836,241,8657,0.3710681200027466,0.884000015258789,0.6190000152587891,23,Right Foot,Open Play,Saved Shot
FRA-Ligue 1,2425,2024-08-17 Brest-Marseille,Brest,Ludovic Ajorque,28049,2024-08-17 15:00:00,584834,241,6905,0.1371719092130661,0.8969999694824219,0.5770000076293945,16,Unknown,Open Play,Saved Shot
FRA-Ligue 1,2425,2024-08-17 Brest-Marseille,Brest,Mahdi Camara,28049,2024-08-17 15:00:00,584841,241,6452,0.02671629749238491,0.8109999847412109,0.49599998474121093,50,Right Foot,Open Play,Goal
FRA-Ligue 1,2425,2024-08-17 Brest-Marseille,Brest,Pereira Lage,28049,2024-08-17 15:00:00,584835,241,7743,0.04676225036382675,0.8119999694824219,0.49900001525878906,17,Right Foot,Open Play,Saved Shot
FRA-Ligue 1,2425,2024-08-17 Brest-Marseille,Brest,Pereira Lage,28049,2024-08-17 15:00:00,584839,241,7743,0.014008650556206703,0.7340000152587891,0.5679999923706055,33,Right Foot,Open Play,Blocked Shot
FRA-Ligue 1,2425,2024-08-17 Brest-Marseille,Brest,Pereira Lage,28049,2024-08-17 15:00:00,584840,241,7743,0.05973653867840767,0.9359999847412109,0.3870000076293945,39,Right Foot,Open Play,Missed Shot
FRA-Ligue 1,2425,2024-08-17 Brest-Marseille,Brest,Romain Del Castillo,28049,2024-08-17 15:00:00,584833,241,3721,0.7600951194763184,0.885,0.5,8,Left Foot,Unknown,Saved Shot
FRA-Ligue 1,2425,2024-08-17 Brest-Marseille,Brest,Romain Del Castillo,28049,2024-08-17 15:00:00,584847,241,3721,0.049811940640211105,0.830999984741211,0.509000015258789,82,Left Foot,Open Play,Saved Shot
FRA-Ligue 1,2425,2024-08-17 Brest-Marseille,Marseille,Luis Henrique,28049,2024-08-17 15:00:00,584837,164,8980,0.43581700325012207,0.8859999847412109,0.5429999923706055,25,Right Foot,Open Play,Goal
FRA-Ligue 1,2425,2024-08-17 Brest-Marseille,Marseille,Luis Henrique,28049,2024-08-17 15:00:00,584842,164,8980,0.5222805738449097,0.8959999847412109,0.5420000076293945,47,Left Foot,Open Play,Goal
FRA-Ligue 1,2425,2024-08-17 Brest-Marseille,Marseille,Luis Henrique,28049,2024-08-17 15:00:00,584845,164,8980,0.09371322393417358,0.835,0.5879999923706055,61,Left Foot,Open Play,Blocked Shot
FRA-Ligue 1,2425,2024-08-17 Brest-Marseille,Marseille,Mason Greenwood,28049,2024-08-17 15:00:00,584832,164,7490,0.04696730896830559,0.9169999694824219,0.295,2,Right Foot,Open Play,Goal
FRA-Ligue 1,2425,2024-08-17 Brest-Marseille,Marseille,Mason Greenwood,28049,2024-08-17 15:00:00,584838,164,7490,0.7600951194763184,0.885,0.5,30,Right Foot,Unknown,Goal
FRA-Ligue 1,2425,2024-08-17 Brest-Marseille,Marseille,Pol Lirola,28049,2024-08-17 15:00:00,584843,164,1461,0.3459920287132263,0.8580000305175781,0.5659999847412109,51,Right Foot,Open Play,Missed Shot
FRA-Ligue 1,2425,2024-08-17 Brest-Marseille,Marseille,Sepe Elye Wahi,28049,2024-08-17 15:00:00,584846,164,9182,0.7600951194763184,0.885,0.5,68,Right Foot,Unknown,Goal
FRA-Ligue 1,2425,2024-08-17 Monaco-Saint-Etienne,Monaco,Ben Seghir,28051,2024-08-17 19:00:00,585093,171,10771,0.07422774285078049,0.8630000305175781,0.6840000152587891,39,Left Foot,Open Play,Blocked Shot
FRA-Ligue 1,2425,2024-08-17 Monaco-Saint-Etienne,Monaco,Ben Seghir,28051,2024-08-17 19:00:00,585105,171,10771,0.02434009313583374,0.7519999694824219,0.675,78,Right Foot,Open Play,Blocked Shot
FRA-Ligue 1,2425,2024-08-17 Monaco-Saint-Etienne,Monaco,Breel Embolo,28051,2024-08-17 19:00:00,585090,171,5356,0.4011166989803314,0.9519999694824218,0.5579999923706055,33,Unknown,From Corner,Missed Shot
FRA-Ligue 1,2425,2024-08-17 Monaco-Saint-Etienne,Monaco,Breel Embolo,28051,2024-08-17 19:00:00,585107,171,5356,0.188381165266037,0.9119999694824219,0.34,92,Right Foot,Open Play,Blocked Shot
FRA-Ligue 1,2425,2024-08-17 Monaco-Saint-Etienne,Monaco,Folarin Balogun,28051,2024-08-17 19:00:00,585081,171,9690,0.43096935749053955,0.9369999694824219,0.46799999237060547,4,Right Foot,From Corner,Saved Shot
FRA-Ligue 1,2425,2024-08-17 Monaco-Saint-Etienne,Monaco,Folarin Balogun,28051,2024-08-17 19:00:00,585088,171,9690,0.37393301725387573,0.8719999694824219,0.44400001525878907,25,Right Foot,Open Play,Missed Shot
FRA-Ligue 1,2425,2024-08-17 Monaco-Saint-Etienne,Monaco,Folarin Balogun,28051,2024-08-17 19:00:00,585094,171,9690,0.08098632097244263,0.8680000305175781,0.3579999923706055,41,Right Foot,Open Play,Blocked Shot
FRA-Ligue 1,2425,2024-08-17 Monaco-Saint-Etienne,Monaco,Folarin Balogun,28051,2024-08-17 19:00:00,585100,171,9690,0.07551657408475876,0.9319999694824219,0.6909999847412109,57,Left Foot,Open Play,Blocked Shot
FRA-Ligue 1,2425,2024-08-17 Monaco-Saint-Etienne,Monaco,Maghnes Akliouche,28051,2024-08-17 19:00:00,585106,171,10058,0.0632169246673584,0.8430000305175781,0.39099998474121095,78,Right Foot,Open Play,Blocked Shot
FRA-Ligue 1,2425,2024-08-17 Monaco-Saint-Etienne,Monaco,Mohammed Salisu,28051,2024-08-17 19:00:00,585085,171,6923,0.0379793606698513,0.914000015258789,0.40200000762939453,7,Unknown,From Corner,Missed Shot
FRA-Ligue 1,2425,2024-08-17 Monaco-Saint-Etienne,Monaco,Soungoutou Magassa,28051,2024-08-17 19:00:00,585108,171,10770,0.02302279882133007,0.7769999694824219,0.265,93,Right Foot,Open Play,Saved Shot
FRA-Ligue 1,2425,2024-08-17 Monaco-Saint-Etienne,Monaco,Takumi Minamino,28051,2024-08-17 19:00:00,585089,171,8239,0.28414618968963623,0.865,0.33,27,Right Foot,Open Play,Goal
FRA-Ligue 1,2425,2024-08-17 Monaco-Saint-Etienne,Monaco,Takumi Minamino,28051,2024-08-17 19:00:00,585096,171,8239,0.02164566144347191,0.7430000305175781,0.3609999847412109,46,Right Foot,Open Play,Missed Shot
FRA-Ligue 1,2425,2024-08-17 Monaco-Saint-Etienne,Monaco,Takumi Minamino,28051,2024-08-17 19:00:00,585098,171,8239,0.46446672081947327,0.9069999694824219,0.44799999237060545,50,Right Foot,Open Play,Saved Shot
FRA-Ligue 1,2425,2024-08-17 Monaco-Saint-Etienne,Monaco,Takumi Minamino,28051,2024-08-17 19:00:00,585104,171,8239,0.09901237487792969,0.8580000305175781,0.4779999923706055,70,Right Foot,Open Play,Saved Shot
FRA-Ligue 1,2425,2024-08-17 Monaco-Saint-Etienne,Monaco,Vanderson,28051,2024-08-17 19:00:00,585095,171,10271,0.043548163026571274,0.8340000152587891,0.33799999237060546,46,Left Foot,Open Play,Saved Shot
FRA-Ligue 1,2425,2024-08-17 Monaco-Saint-Etienne,Monaco,Vanderson,28051,2024-08-17 19:00:00,585102,171,10271,0.0994734838604927,0.855999984741211,0.47400001525878904,63,Right Foot,Open Play,Blocked Shot
FRA-Ligue 1,2425,2024-08-17 Monaco-Saint-Etienne,Saint-Etienne,Ben Old,28051,2024-08-17 19:00:00,585097,175,12809,0.02639198675751686,0.7769999694824219,0.5690000152587891,47,Left Foot,Open Play,Missed Shot
FRA-Ligue 1,2425,2024-08-17 Monaco-Saint-Etienne,Saint-Etienne,Ibrahim Sissoko,28051,2024-08-17 19:00:00,585083,175,12810,0.06988874822854996,0.8530000305175781,0.545,6,Right Foot,From Corner,Blocked Shot
FRA-Ligue 1,2425,2024-08-17 Monaco-Saint-Etienne,Saint-Etienne,Ibrahim Sissoko,28051,2024-08-17 19:00:00,585087,175,12810,0.04963471740484238,0.9209999847412109,0.3120000076293945,16,Right Foot,Open Play,Missed Shot
FRA-Ligue 1,2425,2024-08-17 Monaco-Saint-Etienne,Saint-Etienne,Ibrahim Sissoko,28051,2024-08-17 19:00:00,585091,175,12810,0.05331436172127724,0.825999984741211,0.5020000076293946,34,Left Foot,Open Play,Saved Shot
FRA-Ligue 1,2425,2024-08-17 Monaco-Saint-Etienne,Saint-Etienne,Marwann N&#039;Zuzi,28051,2024-08-17 19:00:00,585092,175,12807,0.016951916739344597,0.7709999847412109,0.7319999694824219,38,Right Foot,Open Play,Missed Shot
FRA-Ligue 1,2425,2024-08-17 Monaco-Saint-Etienne,Saint-Etienne,Mathieu Cafaro,28051,2024-08-17 19:00:00,585099,175,3786,0.051750652492046356,0.85,0.6140000152587891,55,Right Foot,Open Play,Saved Shot
FRA-Ligue 1,2425,2024-08-17 Monaco-Saint-Etienne,Saint-Etienne,Mathieu Cafaro,28051,2024-08-17 19:00:00,585103,175,3786,0.08022055774927139,0.8669999694824219,0.6669999694824219,64,Left Foot,Open Play,Saved Shot
FRA-Ligue 1,2425,2024-08-17 Monaco-Saint-Etienne,Saint-Etienne,Mathis Amougou,28051,2024-08-17 19:00:00,585084,175,12808,0.03812272846698761,0.8190000152587891,0.43099998474121093,6,Left Foot,From Corner,Missed Shot
FRA-Ligue 1,2425,2024-08-17 Monaco-Saint-Etienne,Saint-Etienne,Yunis Abdelhamid,28051,2024-08-17 19:00:00,585086,175,5624,0.019742632284760475,0.8469999694824218,0.5670000076293945,9,Unknown,Set Piece,Saved Shot
FRA-Ligue 1,2425,2024-08-17 Monaco-Saint-Etienne,Saint-Etienne,Zuriko Davitashvili,28051,2024-08-17 19:00:00,585082,175,7652,0.016637980937957764,0.8080000305175781,0.54,6,Right Foot,From Corner,Blocked Shot
FRA-Ligue 1,2425,2024-08-17 Monaco-Saint-Etienne,Saint-Etienne,Zuriko Davitashvili,28051,2024-08-17 19:00:00,585101,175,7652,0.06262386590242386,0.8209999847412109,0.47299999237060547,60,Left Foot,Open Play,Missed Shot
FRA-Ligue 1,2425,2024-08-17 Reims-Lille,Lille,Bafode Diakite,28050,2024-08-17 17:00:00,585016,160,7268,0.10995110124349594,0.9259999847412109,0.46,74,Left Foot,From Corner,Goal
FRA-Ligue 1,2425,2024-08-17 Reims-Lille,Lille,Bafode Diakite,28050,2024-08-17 17:00:00,585018,160,7268,0.11643838882446289,0.9280000305175782,0.5209999847412109,79,Unknown,From Corner,Missed Shot
FRA-Ligue 1,2425,2024-08-17 Reims-Lille,Lille,Ethan Mbappé,28050,2024-08-17 17:00:00,585028,160,12066,0.10138741880655289,0.855999984741211,0.4759999847412109,92,Left Foot,Open Play,Blocked Shot
FRA-Ligue 1,2425,2024-08-17 Reims-Lille,Lille,Hákon Haraldsson,28050,2024-08-17 17:00:00,585019,160,11757,0.0976821631193161,0.7869999694824219,0.5820000076293945,46,Right Foot,Direct Freekick,Missed Shot
FRA-Ligue 1,2425,2024-08-17 Reims-Lille,Lille,Hákon Haraldsson,28050,2024-08-17 17:00:00,585009,160,11757,0.038341302424669266,0.8090000152587891,0.6409999847412109,48,Right Foot,Open Play,Blocked Shot
FRA-Ligue 1,2425,2024-08-17 Reims-Lille,Lille,Hákon Haraldsson,28050,2024-08-17 17:00:00,585010,160,11757,0.04540570080280304,0.9530000305175781,0.705,56,Right Foot,Open Play,Blocked Shot
FRA-Ligue 1,2425,2024-08-17 Reims-Lille,Lille,Hákon Haraldsson,28050,2024-08-17 17:00:00,585022,160,11757,0.07501643896102905,0.8130000305175781,0.4929999923706055,61,Right Foot,Open Play,Blocked Shot
FRA-Ligue 1,2425,2024-08-17 Reims-Lille,Lille,Ismaily,28050,2024-08-17 17:00:00,585013,160,10811,0.05327779799699783,0.9119999694824219,0.7,61,Left Foot,Open Play,Saved Shot
FRA-Ligue 1,2425,2024-08-17 Reims-Lille,Lille,Jonathan Christian David,28050,2024-08-17 17:00:00,585027,160,8636,0.05984383821487427,0.914000015258789,0.46599998474121096,90,Unknown,Open Play,Shot On Post
FRA-Ligue 1,2425,2024-08-17 Reims-Lille,Lille,Jonathan Christian David,28050,2024-08-17 17:00:00,585029,160,8636,0.6374713182449341,0.965,0.5540000152587891,92,Left Foot,Open Play,Goal
FRA-Ligue 1,2425,2024-08-17 Reims-Lille,Lille,Mohamed Bayo,28050,2024-08-17 17:00:00,585006,160,9646,0.3710281550884247,0.9330000305175781,0.44299999237060544,6,Right Foot,Open Play,Missed Shot
FRA-Ligue 1,2425,2024-08-17 Reims-Lille,Lille,Mohamed Bayo,28050,2024-08-17 17:00:00,585008,160,9646,0.07720349729061127,0.860999984741211,0.51,48,Right Foot,Open Play,Blocked Shot
FRA-Ligue 1,2425,2024-08-17 Reims-Lille,Lille,Mohamed Bayo,28050,2024-08-17 17:00:00,585011,160,9646,0.06262604892253876,0.975999984741211,0.33,57,Right Foot,Open Play,Blocked Shot
FRA-Ligue 1,2425,2024-08-17 Reims-Lille,Lille,Ngal&#039;ayel Mukau,28050,2024-08-17 17:00:00,585007,160,12800,0.01880522444844246,0.7719999694824219,0.5779999923706055,45,Left Foot,Set Piece,Missed Shot
FRA-Ligue 1,2425,2024-08-17 Reims-Lille,Lille,Osame Sahraoui,28050,2024-08-17 17:00:00,585020,160,12801,0.09318288415670395,0.845,0.47299999237060547,49,Right Foot,Open Play,Blocked Shot
FRA-Ligue 1,2425,2024-08-17 Reims-Lille,Lille,Osame Sahraoui,28050,2024-08-17 17:00:00,585014,160,12801,0.05915563553571701,0.8269999694824218,0.519000015258789,68,Right Foot,Open Play,Saved Shot
FRA-Ligue 1,2425,2024-08-17 Reims-Lille,Lille,Osame Sahraoui,28050,2024-08-17 17:00:00,585015,160,12801,0.03746601939201355,0.784000015258789,0.5579999923706055,73,Right Foot,Open Play,Blocked Shot
FRA-Ligue 1,2425,2024-08-17 Reims-Lille,Lille,Osame Sahraoui,28050,2024-08-17 17:00:00,585026,160,12801,0.08081596344709396,0.9030000305175782,0.6719999694824219,87,Left Foot,Open Play,Blocked Shot
FRA-Ligue 1,2425,2024-08-17 Reims-Lille,Lille,Rémy Cabella,28050,2024-08-17 17:00:00,585021,160,3390,0.13336504995822906,0.9180000305175782,0.59,58,Left Foot,Open Play,Missed Shot
FRA-Ligue 1,2425,2024-08-17 Reims-Lille,Lille,Tiago Santos,28050,2024-08-17 17:00:00,585012,160,11756,0.07043302804231644,0.9690000152587891,0.36400001525878906,57,Right Foot,Open Play,Saved Shot
FRA-Ligue 1,2425,2024-08-17 Reims-Lille,Lille,Tiago Santos,28050,2024-08-17 17:00:00,585023,160,11756,0.02323557250201702,0.7369999694824219,0.40900001525878904,62,Right Foot,From Corner,Saved Shot
FRA-Ligue 1,2425,2024-08-17 Reims-Lille,Lille,Tiago Santos,28050,2024-08-17 17:00:00,585024,160,11756,0.024021068587899208,0.784000015258789,0.44,65,Right Foot,From Corner,Missed Shot
FRA-Ligue 1,2425,2024-08-17 Reims-Lille,Reims,Marshall Munetsi,28050,2024-08-17 17:00:00,585025,177,7908,0.06543754041194916,0.85,0.49400001525878906,78,Right Foot,Open Play,Blocked Shot
FRA-Ligue 1,2425,2024-08-17 Reims-Lille,Reims,Valentin Atangana Edoa,28050,2024-08-17 17:00:00,585017,177,11389,0.010453201830387115,0.6869999694824219,0.49700000762939456,77,Right Foot,Open Play,Missed Shot
FRA-Ligue 1,2425,2024-08-18 Angers-Lens,Angers,Florent Hanin,28055,2024-08-18 15:00:00,585278,167,12848,0.009123611263930798,0.7530000305175781,0.754000015258789,92,Left Foot,Set Piece,Missed Shot
FRA-Ligue 1,2425,2024-08-18 Angers-Lens,Angers,Himad Abdelli,28055,2024-08-18 15:00:00,585279,167,10923,0.029375841841101646,0.8019999694824219,0.644000015258789,93,Right Foot,Open Play,Blocked Shot
FRA-Ligue 1,2425,2024-08-18 Angers-Lens,Angers,Ibrahima Niane,28055,2024-08-18 15:00:00,585277,167,5988,0.028593461960554123,0.7869999694824219,0.6079999923706054,90,Right Foot,Open Play,Saved Shot
FRA-Ligue 1,2425,2024-08-18 Angers-Lens,Angers,Ibrahima Niane,28055,2024-08-18 15:00:00,585280,167,5988,0.037075940519571304,0.9490000152587891,0.6619999694824219,94,Left Foot,From Corner,Blocked Shot
FRA-Ligue 1,2425,2024-08-18 Angers-Lens,Angers,Jean Eudes Aholou,28055,2024-08-18 15:00:00,585266,167,4811,0.044144369661808014,0.9059999847412109,0.46,26,Unknown,From Corner,Missed Shot
FRA-Ligue 1,2425,2024-08-18 Angers-Lens,Angers,Sidiki Chérif,28055,2024-08-18 15:00:00,585271,167,12847,0.012812611646950245,0.7140000152587891,0.3729999923706055,52,Right Foot,Open Play,Blocked Shot
FRA-Ligue 1,2425,2024-08-18 Angers-Lens,Angers,Sidiki Chérif,28055,2024-08-18 15:00:00,585272,167,12847,0.05477399751543999,0.8130000305175781,0.44400001525878907,68,Right Foot,Open Play,Saved Shot
FRA-Ligue 1,2425,2024-08-18 Angers-Lens,Angers,Yassin Belkhdim,28055,2024-08-18 15:00:00,585265,167,10517,0.08189234882593155,0.8719999694824219,0.5579999923706055,26,Unknown,Open Play,Saved Shot
FRA-Ligue 1,2425,2024-08-18 Angers-Lens,Lens,David Pereira Da Costa,28055,2024-08-18 15:00:00,585274,210,8759,0.027068357914686203,0.75,0.4129999923706055,73,Right Foot,Open Play,Saved Shot
FRA-Ligue 1,2425,2024-08-18 Angers-Lens,Lens,Facundo Medina,28055,2024-08-18 15:00:00,585263,210,8664,0.09760023653507233,0.895,0.6170000076293946,0,Left Foot,Open Play,Saved Shot
FRA-Ligue 1,2425,2024-08-18 Angers-Lens,Lens,Facundo Medina,28055,2024-08-18 15:00:00,585270,210,8664,0.018968304619193077,0.7330000305175781,0.5970000076293945,49,Left Foot,Open Play,Missed Shot
FRA-Ligue 1,2425,2024-08-18 Angers-Lens,Lens,Florian Sotoca,28055,2024-08-18 15:00:00,585268,210,3348,0.06307154893875122,0.915,0.55,42,Unknown,Open Play,Shot On Post
FRA-Ligue 1,2425,2024-08-18 Angers-Lens,Lens,Florian Sotoca,28055,2024-08-18 15:00:00,585273,210,3348,0.11116772145032883,0.9059999847412109,0.44799999237060545,70,Right Foot,Open Play,Missed Shot
FRA-Ligue 1,2425,2024-08-18 Angers-Lens,Lens,Remy Labeau Lascary,28055,2024-08-18 15:00:00,585275,210,11065,0.1379549354314804,0.915,0.49,84,Unknown,Open Play,Missed Shot
FRA-Ligue 1,2425,2024-08-18 Angers-Lens,Lens,Ruben Aguilar,28055,2024-08-18 15:00:00,585276,210,6006,0.041950009763240814,0.8180000305175781,0.49700000762939456,87,Right Foot,From Corner,Missed Shot
FRA-Ligue 1,2425,2024-08-18 Angers-Lens,Lens,Wesley Said,28055,2024-08-18 15:00:00,585264,210,3799,0.04571663588285446,0.9059999847412109,0.5379999923706055,24,Unknown,Open Play,Saved Shot
FRA-Ligue 1,2425,2024-08-18 Angers-Lens,Lens,Wesley Said,28055,2024-08-18 15:00:00,585267,210,3799,0.3666937053203583,0.8730000305175781,0.5159999847412109,27,Right Foot,Open Play,Goal
FRA-Ligue 1,2425,2024-08-18 Angers-Lens,Lens,Wesley Said,28055,2024-08-18 15:00:00,585269,210,3799,0.13057580590248108,0.865999984741211,0.5370000076293945,42,Left Foot,Open Play,Shot On Post
FRA-Ligue 1,2425,2024-08-18 Auxerre-Nice,Auxerre,Ado Onaiwu,28052,2024-08-18 13:00:00,585177,275,10799,0.034011002629995346,0.8090000152587891,0.6630000305175782,6,Right Foot,Open Play,Saved Shot
FRA-Ligue 1,2425,2024-08-18 Auxerre-Nice,Auxerre,Ado Onaiwu,28052,2024-08-18 13:00:00,585181,275,10799,0.7445172667503357,0.965,0.5259999847412109,17,Right Foot,Open Play,Missed Shot
FRA-Ligue 1,2425,2024-08-18 Auxerre-Nice,Auxerre,Ado Onaiwu,28052,2024-08-18 13:00:00,585184,275,10799,0.48677581548690796,0.93,0.43400001525878906,30,Right Foot,Open Play,Saved Shot
FRA-Ligue 1,2425,2024-08-18 Auxerre-Nice,Auxerre,Ado Onaiwu,28052,2024-08-18 13:00:00,585185,275,10799,0.2971571385860443,0.9019999694824219,0.5229999923706055,31,Right Foot,From Corner,Saved Shot
FRA-Ligue 1,2425,2024-08-18 Auxerre-Nice,Auxerre,Ado Onaiwu,28052,2024-08-18 13:00:00,585186,275,10799,0.019282080233097076,0.7769999694824219,0.715999984741211,33,Right Foot,Open Play,Saved Shot
FRA-Ligue 1,2425,2024-08-18 Auxerre-Nice,Auxerre,Gaetan Perrin,28052,2024-08-18 13:00:00,585180,275,3285,0.03464318811893463,0.799000015258789,0.3890000152587891,11,Right Foot,Open Play,Missed Shot
FRA-Ligue 1,2425,2024-08-18 Auxerre-Nice,Auxerre,Jubal,28052,2024-08-18 13:00:00,585192,275,10812,0.30411049723625183,0.9219999694824219,0.5579999923706055,48,Unknown,Set Piece,Missed Shot
FRA-Ligue 1,2425,2024-08-18 Auxerre-Nice,Auxerre,Lassine Sinayoko,28052,2024-08-18 13:00:00,585179,275,10815,0.04187211021780968,0.875,0.6709999847412109,8,Left Foot,Open Play,Missed Shot
FRA-Ligue 1,2425,2024-08-18 Auxerre-Nice,Auxerre,Lassine Sinayoko,28052,2024-08-18 13:00:00,585188,275,10815,0.04557878524065018,0.8419999694824218,0.5729999923706055,35,Right Foot,Open Play,Blocked Shot
FRA-Ligue 1,2425,2024-08-18 Auxerre-Nice,Auxerre,Lassine Sinayoko,28052,2024-08-18 13:00:00,585199,275,10815,0.03190278261899948,0.8219999694824218,0.6830000305175781,85,Right Foot,Open Play,Missed Shot
FRA-Ligue 1,2425,2024-08-18 Auxerre-Nice,Auxerre,Lasso Coulibaly,28052,2024-08-18 13:00:00,585200,275,12826,0.1671859323978424,0.8909999847412109,0.6419999694824219,94,Right Foot,Open Play,Goal
FRA-Ligue 1,2425,2024-08-18 Auxerre-Nice,Auxerre,Rayan Raveloson,28052,2024-08-18 13:00:00,585190,275,10922,0.3878287971019745,0.9159999847412109,0.4979999923706055,43,Left Foot,Open Play,Goal
FRA-Ligue 1,2425,2024-08-18 Auxerre-Nice,Auxerre,Rayan Raveloson,28052,2024-08-18 13:00:00,585193,275,10922,0.05551406741142273,0.8119999694824219,0.4520000076293945,54,Right Foot,Open Play,Missed Shot
